name_primary,artist_id,country_relevance_score,is_country_core,is_country_broad,source_seed,norm_name,hot_country_number_one,hot_country_number_one_matched_name,country_hall_of_fame,country_hall_of_fame_matched_name,billboard_best_country_singers,billboard_best_country_singers_matched_name,in_any_reference_list,reference_list_count,reference_list_hits
John Moreland,artist_000240,1.0,1.0,1.0,Category:American country singer-songwriters,john moreland,False,,False,,False,,False,0,
Darden Smith,artist_000241,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,darden smith,False,,False,,False,,False,0,
Jack Earls,artist_000242,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jack earls,False,,False,,False,,False,0,
Joe Ely,artist_000243,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,joe ely,False,,False,,False,,False,0,
David Fanning,artist_000244,1.0,1.0,1.0,Category:American country singer-songwriters,david fanning,False,,False,,False,,False,0,
Bobby Bones,artist_000245,1.0,1.0,1.0,Category:American country singer-songwriters,bobby bones,False,,False,,False,,False,0,
Josh Osborne,artist_000246,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,josh osborne,False,,False,,False,,False,0,
Chase Bryant,artist_000247,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,chase bryant,False,,False,,False,,False,0,
Marty Brown,artist_000248,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,marty brown,False,,False,,False,,False,0,
John Corbett,artist_000249,1.0,1.0,1.0,Category:American country singer-songwriters,john corbett,False,,False,,False,,False,0,
Willie Watson,artist_000250,1.0,1.0,1.0,Category:American country singer-songwriters,willie watson,False,,False,,False,,False,0,
Paul Thorn,artist_000251,1.0,1.0,1.0,Category:American country singer-songwriters,paul thorn,False,,False,,False,,False,0,
Alex Harvey,artist_000252,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,alex harvey,False,,False,,False,,False,0,
Zeke Clements,artist_000253,1.0,1.0,1.0,Category:American country singer-songwriters,zeke clements,False,,False,,False,,False,0,
Ruthie Collins,artist_000255,1.0,1.0,1.0,Category:American country singer-songwriters,ruthie collins,False,,False,,False,,False,0,
Mickey Guyton,artist_000256,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,mickey guyton,False,,False,,False,,False,0,
Earl Poole Ball,artist_000257,1.0,1.0,1.0,Category:American country singer-songwriters,earl poole ball,False,,False,,False,,False,0,
Rayland Baxter,artist_000258,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,rayland baxter,False,,False,,False,,False,0,
Joni Lee,artist_000259,1.0,1.0,1.0,Category:American country singer-songwriters,joni lee,False,,False,,False,,False,0,
Mitch Goudy,artist_000260,1.0,1.0,1.0,Category:American country singer-songwriters,mitch goudy,False,,False,,False,,False,0,
Jon Wolfe,artist_000261,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,jon wolfe,False,,False,,False,,False,0,
Tony Ramey,artist_000262,1.0,1.0,1.0,Category:American country singer-songwriters,tony ramey,False,,False,,False,,False,0,
Timothy Goodman,artist_000264,1.0,1.0,1.0,Category:American country singer-songwriters,timothy goodman,False,,False,,False,,False,0,
Kye Fleming,artist_000265,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,kye fleming,False,,False,,False,,False,0,
Riley Puckett,artist_000266,1.0,1.0,1.0,Category:American country singer-songwriters,riley puckett,False,,False,,False,,False,0,
Hayes Carll,artist_000267,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,hayes carll,False,,False,,False,,False,0,
Aubrie Sellers,artist_000268,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,aubrie sellers,False,,False,,False,,False,0,
Luke Bell,artist_000269,1.0,1.0,1.0,Category:American country singer-songwriters,luke bell,False,,False,,False,,False,0,
Robert Yount,artist_000271,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,robert yount,False,,False,,False,,False,0,
Ralph White,artist_000273,1.0,1.0,1.0,Category:American country singer-songwriters,ralph white,False,,False,,False,,False,0,
Lil McClintock,artist_000274,1.0,1.0,1.0,Category:American country singer-songwriters,lil mcclintock,False,,False,,False,,False,0,
Tucker Beathard,artist_000275,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,tucker beathard,False,,False,,False,,False,0,
Jessie Chris,artist_000276,1.0,1.0,1.0,Category:American country singer-songwriters,jessie chris,False,,False,,False,,False,0,
Taylor Pie,artist_000277,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,taylor pie,False,,False,,False,,False,0,
W. S. Holland,artist_000279,1.0,1.0,1.0,Category:Country musicians from Tennessee,w s holland,False,,False,,False,,False,0,
Matraca Berg,artist_000280,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,matraca berg,False,,False,,False,,False,0,
Jana Kramer,artist_000281,1.0,1.0,1.0,Category:American country singer-songwriters,jana kramer,False,,False,,False,,False,0,
Cody Jinks,artist_000282,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,cody jinks,False,,False,,False,,False,0,
Tommy Talton,artist_000284,1.0,1.0,1.0,Category:American country singer-songwriters,tommy talton,False,,False,,False,,False,0,
Brandon Jenkins,artist_000285,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,brandon jenkins,False,,False,,False,,False,0,
Bailey Bryan,artist_000286,1.0,1.0,1.0,Category:American country singer-songwriters,bailey bryan,False,,False,,False,,False,0,
John Beland,artist_000287,1.0,1.0,1.0,Category:American country singer-songwriters,john beland,False,,False,,False,,False,0,
Wayne Hancock,artist_000288,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,wayne hancock,False,,False,,False,,False,0,
Dylan Schneider,artist_000289,1.0,1.0,1.0,Category:American country singer-songwriters,dylan schneider,False,,False,,False,,False,0,
Chuck Woolery,artist_000290,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,chuck woolery,False,,False,,False,,False,0,
Tiny Hill,artist_000291,1.0,1.0,1.0,Category:American country singer-songwriters,tiny hill,False,,False,,False,,False,0,
Larry Stephenson,artist_000292,1.0,1.0,1.0,Category:American country singer-songwriters,larry stephenson,False,,False,,False,,False,0,
Jessie Mae Hemphill,artist_000293,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jessie mae hemphill,False,,False,,False,,False,0,
Naomi Judd,artist_000294,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,naomi judd,False,,False,,False,,False,0,
Caitlyn Smith,artist_000295,1.0,1.0,1.0,Category:American country singer-songwriters,caitlyn smith,False,,False,,False,,False,0,
Sean Watkins,artist_000296,1.0,1.0,1.0,Category:American country singer-songwriters,sean watkins,False,,False,,False,,False,0,
Jody Miller,artist_000297,1.0,1.0,1.0,Category:Country musicians from Oklahoma,jody miller,False,,False,,False,,False,0,
"Bill ""Peg Pants"" Beach",artist_000298,1.0,1.0,1.0,Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,bill peg pants beach,False,,False,,False,,False,0,
Stephanie Quayle,artist_000299,1.0,1.0,1.0,Category:American country singer-songwriters,stephanie quayle,False,,False,,False,,False,0,
Scott Vestal,artist_000300,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,scott vestal,False,,False,,False,,False,0,
Tyler Childers,artist_000301,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,tyler childers,False,,False,,False,,False,0,
Neko Case,artist_000302,1.0,1.0,1.0,Category:American country singer-songwriters,neko case,False,,False,,False,,False,0,
Ned LeDoux,artist_000303,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,ned ledoux,False,,False,,False,,False,0,
Sharon Vaughn,artist_000304,1.0,1.0,1.0,Category:American country singer-songwriters,sharon vaughn,False,,False,,False,,False,0,
Lee Ann Womack,artist_000305,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,lee ann womack,False,,False,,False,,False,0,
Don Everly,artist_000306,1.0,1.0,1.0,Category:American country singer-songwriters,don everly,False,,False,,False,,False,0,
Doc Watson,artist_000308,1.0,1.0,1.0,Category:American country singer-songwriters,doc watson,False,,False,,False,,False,0,
Marty Roberts,artist_000309,1.0,1.0,1.0,Category:American country singer-songwriters,marty roberts,False,,False,,False,,False,0,
Amie Comeaux,artist_000310,1.0,1.0,1.0,Category:American country singer-songwriters,amie comeaux,False,,False,,False,,False,0,
Ray Edenton,artist_000311,1.0,1.0,1.0,Category:Country musicians from Tennessee,ray edenton,False,,False,,False,,False,0,
Patrick Davis,artist_000312,1.0,1.0,1.0,Category:American country singer-songwriters,patrick davis,False,,False,,False,,False,0,
Andy Griggs,artist_000313,1.0,1.0,1.0,Category:American country singer-songwriters,andy griggs,False,,False,,False,,False,0,
Anthony Armstrong Jones,artist_000314,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,anthony armstrong jones,False,,False,,False,,False,0,
Ashley Monroe,artist_000315,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,ashley monroe,False,,False,,False,,False,0,
Aubrey Haynie,artist_000316,1.0,1.0,1.0,Category:American country singer-songwriters,aubrey haynie,False,,False,,False,,False,0,
Benny Martin,artist_000317,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,benny martin,False,,False,,False,,False,0,
Bill Boyd,artist_000318,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,bill boyd,False,,False,,False,,False,0,
Bill Kirchen,artist_000319,1.0,1.0,1.0,Category:American country singer-songwriters,bill kirchen,False,,False,,False,,False,0,
Bill Phillips,artist_000320,1.0,1.0,1.0,Category:American country singer-songwriters,bill phillips,False,,False,,False,,False,0,
Billy Edd Wheeler,artist_000321,1.0,1.0,1.0,Category:American country singer-songwriters,billy edd wheeler,False,,False,,False,,False,0,
Scott Boyer,artist_000322,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,scott boyer,False,,False,,False,,False,0,
Bob Livingston,artist_000323,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,bob livingston,False,,False,,False,,False,0,
Bob Woodruff,artist_000324,1.0,1.0,1.0,Category:American country singer-songwriters,bob woodruff,False,,False,,False,,False,0,
Bobby Austin,artist_000325,1.0,1.0,1.0,Category:American country singer-songwriters,bobby austin,False,,False,,False,,False,0,
Bobby Borchers,artist_000326,1.0,1.0,1.0,Category:American country singer-songwriters,bobby borchers,False,,False,,False,,False,0,
Bobby Lewis,artist_000327,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,bobby lewis,False,,False,,False,,False,0,
Bobby Pinson,artist_000328,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,bobby pinson,False,,False,,False,,False,0,
Linda Hargrove,artist_000329,1.0,1.0,1.0,Category:American country singer-songwriters,linda hargrove,False,,False,,False,,False,0,
Brad Cotter,artist_000330,1.0,1.0,1.0,Category:American country singer-songwriters,brad cotter,False,,False,,False,,False,0,
Brenn Hill,artist_000331,1.0,1.0,1.0,Category:American country singer-songwriters,brenn hill,False,,False,,False,,False,0,
Bruce Connole,artist_000332,1.0,1.0,1.0,Category:American country singer-songwriters,bruce connole,False,,False,,False,,False,0,
Byron Hill,artist_000333,1.0,1.0,1.0,Category:American country singer-songwriters,byron hill,False,,False,,False,,False,0,
Caroline Herring,artist_000334,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,caroline herring,False,,False,,False,,False,0,
Casey Beathard,artist_000335,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,casey beathard,False,,False,,False,,False,0,
Casey Donahew,artist_000336,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,casey donahew,False,,False,,False,,False,0,
Charles Davis Tillman,artist_000337,1.0,1.0,1.0,Category:American country singer-songwriters,charles davis tillman,False,,False,,False,,False,0,
Charlie Parr,artist_000339,1.0,1.0,1.0,Category:American country singer-songwriters,charlie parr,False,,False,,False,,False,0,
Charlie Ryan,artist_000340,1.0,1.0,1.0,Category:American country singer-songwriters,charlie ryan,False,,False,,False,,False,0,
Charlie Walker,artist_000341,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,charlie walker,False,,False,,False,,False,0,
Cheryl Wheeler,artist_000342,1.0,1.0,1.0,Category:American country singer-songwriters,cheryl wheeler,False,,False,,False,,False,0,
Chris Gaffney,artist_000343,1.0,1.0,1.0,Category:American country singer-songwriters,chris gaffney,False,,False,,False,,False,0,
Christopher Allen Bouchillon,artist_000344,1.0,1.0,1.0,Category:American country singer-songwriters,christopher allen bouchillon,False,,False,,False,,False,0,
Clay Davidson,artist_000345,1.0,1.0,1.0,Category:American country singer-songwriters,clay davidson,False,,False,,False,,False,0,
Clay Hart,artist_000346,1.0,1.0,1.0,Category:American country singer-songwriters,clay hart,False,,False,,False,,False,0,
Cledus Maggard & the Citizen's Band,artist_000347,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,cledus maggard and citizen s band,False,,False,,False,,False,0,
Cleve Francis,artist_000348,1.0,1.0,1.0,Category:American country singer-songwriters,cleve francis,False,,False,,False,,False,0,
Clyde Moody,artist_000349,1.0,1.0,1.0,Category:American country singer-songwriters,clyde moody,False,,False,,False,,False,0,
Coffey Anderson,artist_000350,1.0,1.0,1.0,Category:American country singer-songwriters,coffey anderson,False,,False,,False,,False,0,
Connie Hall,artist_000351,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,connie hall,False,,False,,False,,False,0,
Curt Boettcher,artist_000352,1.0,1.0,1.0,Category:American country singer-songwriters,curt boettcher,False,,False,,False,,False,0,
Heidi Feek,artist_000353,1.0,1.0,1.0,Category:Country musicians from Tennessee,heidi feek,False,,False,,False,,False,0,
Billy Strings,artist_000354,1.0,1.0,1.0,Category:American country singer-songwriters,billy strings,False,,False,,False,,False,0,
Dallas Wayne,artist_000355,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,dallas wayne,False,,False,,False,,False,0,
Alisan Porter,artist_000356,1.0,1.0,1.0,Category:American country singer-songwriters,alisan porter,False,,False,,False,,False,0,
Norma Jean,artist_000357,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,norma jean,False,,False,,False,,False,0,
Dave Pomeroy,artist_000359,1.0,1.0,1.0,Category:Country musicians from Tennessee,dave pomeroy,False,,False,,False,,False,0,
David Grissom,artist_000360,1.0,1.0,1.0,Category:Country musicians from Texas|Category:Country musicians from Kentucky,david grissom,False,,False,,False,,False,0,
David Slater,artist_000361,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,david slater,False,,False,,False,,False,0,
David Wills,artist_000362,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,david wills,False,,False,,False,,False,0,
