artist_id,name_primary,chart_artist_name,artist_resolution,song_name,song_key,best_chart_year,best_chart_pos,all_chart_years,all_chart_positions,source_titles,source_kinds,artist_in_adjacent,artist_in_full
artist_000469,Charley Pride,Charley Pride,existing_artist,She's Just an Old Love Turned Memory,she s just an old love turned memory,1977,1,1977,1,List of Hot Country Singles number ones of 1977,weekly_number_one_wikipedia,0,1
artist_000469,Charley Pride,Charley Pride,existing_artist,She's Too Good to Be True,she s too good to be true,1972,1,1972,1,List of Hot Country Singles number ones of 1972,weekly_number_one_wikipedia,0,1
artist_000469,Charley Pride,Charley Pride,existing_artist,You're My Jamaica,you re my jamaica,1979,1,1979,1,List of Hot Country Singles number ones of 1979,weekly_number_one_wikipedia,0,1
artist_000850,Charlie Louvin,Charlie Louvin,existing_artist,I Don't Love You Anymore,i don t love you anymore,1964,4,1964,4,1964 in country music,year_end,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,A Field of Yellow Daisies,a field of yellow daisies,1974,23,1974,23,1974 in country music,year_end,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,A Very Special Love Song,a very special love song,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,Behind Closed Doors,behind closed doors,1973,1,1973,1,List of Hot Country Singles number ones of 1973,weekly_number_one_wikipedia,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,I Don't See Me in Your Eyes Anymore,i don t see me in your eyes anymore,1974,7,1974|1974,1|7,1974 in country music|List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia|year_end,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,She Called Me Baby,she called me baby,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,The Most Beautiful Girl,the most beautiful girl,1973,1,1973,1,List of Hot Country Singles number ones of 1973,weekly_number_one_wikipedia,0,1
artist_000392,Charlie Rich,Charlie Rich,existing_artist,There Won't Be Anymore,there won t be anymore,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_000340,Charlie Ryan,Charlie Ryan,existing_artist,Hot Rod Lincoln,hot rod lincoln,1960,14,1960,14,1960 in country music,year_end,0,1
artist_000341,Charlie Walker,Charlie Walker,existing_artist,I'll Catch You When You Fall,i ll catch you when you fall,1959,16,1959,16,1959 in country music,year_end,0,1
artist_000341,Charlie Walker,Charlie Walker,existing_artist,Who Will Buy the Wine,who will buy the wine,1960,11,1960,11,1960 in country music,year_end,0,1
artist_000986,Charlie Worsham,Charlie Worsham,existing_artist,Could It Be,could it be,2013,28,2013,28,2013 in country music,year_end,0,1
artist_000247,Chase Bryant,Chase Bryant,existing_artist,Take It On Back,take it on back,2015,16,2015,16,2015 in country music,year_end,0,1
artist_001605,Chase Matthew,Chase Matthew,existing_artist,Darlin',darlin,2025,13,2025,13,2025 in country music,year_end,0,1
artist_001605,Chase Matthew,Chase Matthew,existing_artist,Love You Again,love you again,2024,24,2024,24,2024 in country music,year_end,0,1
artist_000989,Chase Rice,Chase Rice featuring Florida Georgia Line,existing_artist,Drinkin' Beer. Talkin' God. Amen.,drinkin beer talkin god amen,2021,3,2021,3,2021 in country music,year_end,0,1
artist_000989,Chase Rice,Chase Rice,existing_artist,Eyes on You,eyes on you,2019,3,2019,3,2019 in country music,year_end,0,1
artist_000989,Chase Rice,Chase Rice,existing_artist,Gonna Wanna Tonight,gonna wanna tonight,2015,10,2015,10,2015 in country music,year_end,0,1
artist_000472,Chris Cagle,Chris Cagle,existing_artist,Got My Country On,got my country on,2012,12,2012,12,2012 in country music,year_end,0,1
artist_000472,Chris Cagle,Chris Cagle,existing_artist,Laredo,laredo,2001,8,2001,8,2001 in country music,year_end,0,1
artist_000472,Chris Cagle,Chris Cagle,existing_artist,What Kinda Gone,what kinda gone,2008,3,2008,3,2008 in country music,year_end,0,1
artist_000056,Chris Lane,Chris Lane,existing_artist,I Don't Know About You,i don t know about you,2019,2,2019,2,2019 in country music,year_end,0,1
artist_000148,Chris Stapleton,Chris Stapleton,existing_artist,Think I'm in Love with You,think i m in love with you,2025,12,2025,12,2025 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young with Mitchell Tenpenny,existing_artist,At the End of a Bar,at the end of a bar,2022,16,2022,16,2022 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,Drowning,drowning,2020,18,2020,18,2020 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,Hangin' On,hangin on,2018,8,2018,8,2018 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,I Can Take It from There,i can take it from there,2013,16,2013,16,2013 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,I'm Comin' Over,i m comin over,2015,2,2015,2,2015 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,Lonely Eyes,lonely eyes,2015,4,2015,4,2015 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,Looking for You,looking for you,2023,26,2023,26,2023 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,Losing Sleep,losing sleep,2018,7,2018,7,2018 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,Raised on Country,raised on country,2019,10,2019,10,2019 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young duet with Cassadee Pope,existing_artist,Think of You,think of you,2016,2,2016,2,2016 in country music,year_end,0,1
artist_001532,Chris Young (singer),Chris Young,existing_artist,You,you,2012,1,2012,1,2012 in country music,year_end,0,1
artist_002573,Chris Young and Kane Brown,Chris Young and Kane Brown,existing_artist,Famous Friends,famous friends,2021,2,2021,2,2021 in country music,year_end,0,0
artist_000806,Chuck Wicks,Chuck Wicks,existing_artist,All I Ever Wanted,all i ever wanted,2008,14,2008,14,2008 in country music,year_end,0,1
artist_000806,Chuck Wicks,Chuck Wicks,existing_artist,Stealing Cinderella,stealing cinderella,2008,5,2008,5,2008 in country music,year_end,0,1
artist_000157,Claude Gray,Claude Gray,existing_artist,I'll Just Have Another Cup of Coffee,i ll just have another cup of coffee,1961,12,1961,12,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_000157,Claude Gray,Claude Gray,existing_artist,My Ears Should Burn,my ears should burn,1961,19,1961,19,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_000837,Claude King,Claude King,existing_artist,"Big River, Big Man",big river big man,1961,29,1961,29,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_000837,Claude King,Claude King,existing_artist,Sam Hill,sam hill,1964,11,1964,11,1964 in country music,year_end,0,1
artist_000835,Clay Walker,Clay Walker,existing_artist,Dreaming with My Eyes Open,dreaming with my eyes open,1994,1,1994,1,1994 in country music,year_end,0,1
artist_000835,Clay Walker,Clay Walker,existing_artist,Fall,fall,2007,5,2007,5,2007 in country music,year_end,0,1
artist_000835,Clay Walker,Clay Walker,existing_artist,If I Could Make a Living,if i could make a living,1994,1,1994,1,1994 in country music,year_end,0,1
artist_000835,Clay Walker,Clay Walker,existing_artist,Live Until I Die,live until i die,1994,1,1994,1,1994 in country music,year_end,0,1
artist_000835,Clay Walker,Clay Walker,existing_artist,Then What?,then what,1998,2,1998,2,1998 in country music,year_end,0,1
artist_000835,Clay Walker,Clay Walker,existing_artist,Where Do I Fit in the Picture,where do i fit in the picture,1994,11,1994,11,1994 in country music,year_end,0,1
artist_000347,Cledus Maggard & the Citizen's Band,Cledus Maggard & the Citizen's Band,existing_artist,The White Knight,the white knight,1976,1,1976,1,List of Hot Country Singles number ones of 1976,weekly_number_one_wikipedia,0,1
artist_000064,Clint Black,Clint Black,existing_artist,A Good Run of Bad Luck,a good run of bad luck,1994,1,1994,1,1994 in country music,year_end,0,1
artist_000064,Clint Black,Clint Black,existing_artist,Loosen Up My Strings,loosen up my strings,1998,12,1998,12,1998 in country music,year_end,0,1
artist_000064,Clint Black,Clint Black,existing_artist,The Shoes You're Wearing,the shoes you re wearing,1998,1,1998,1,1998 in country music,year_end,0,1
artist_002574,Clyde Beavers,Clyde Beavers,existing_artist,Here I Am Drunk Again,here i am drunk again,1960,13,1960,13,1960 in country music,year_end,0,0
artist_000143,Cody Johnson,Cody Johnson,existing_artist,'Til You Can't,til you can t,2022,1,2022,1,2022 in country music,year_end,0,1
artist_002575,Cody Johnson and Carrie Underwood,Cody Johnson and Carrie Underwood,existing_artist,I'm Gonna Love You,i m gonna love you,2025,7,2025,7,2025 in country music,year_end,0,0
artist_000104,Cole Swindell,Cole Swindell,existing_artist,Ain't Worth the Whiskey,ain t worth the whiskey,2015,3,2015,3,2015 in country music,year_end,0,1
artist_002576,Cole Swindell and Lainey Wilson,Cole Swindell and Lainey Wilson,existing_artist,Never Say Never,never say never,2022,2,2022,2,2022 in country music,year_end,0,0
artist_000479,Collin Raye,Collin Raye,existing_artist,Little Rock,little rock,1994,2,1994,2,1994 in country music,year_end,0,1
artist_000479,Collin Raye,Collin Raye,existing_artist,Man of My Word,man of my word,1994,8,1994,8,1994 in country music,year_end,0,1
artist_000479,Collin Raye,Collin Raye,existing_artist,That's My Story,that s my story,1994,6,1994,6,1994 in country music,year_end,0,1
artist_000191,Conner Smith,Conner Smith,existing_artist,Creek Will Rise,creek will rise,2024,22,2024,22,2024 in country music,year_end,0,1
artist_000351,Connie Hall,Connie Hall,existing_artist,It's Not Wrong,it s not wrong,1960,17,1960,17,1960 in country music,year_end,0,1
artist_000307,Connie Smith,Connie Smith,existing_artist,Ain't Love a Good Thing,ain t love a good thing,1974,10,1974,10,1974 in country music,year_end,0,1
artist_000307,Connie Smith,Connie Smith,existing_artist,I Never Knew (What That Song Meant Before),i never knew,1974,13,1974,13,1974 in country music,year_end,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,(Lost Her Love) On Our Last Date,on our last date,1972,1,1972,1,List of Hot Country Singles number ones of 1972,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,Don't Take It Away,don t take it away,1979,1,1979,1,List of Hot Country Singles number ones of 1979,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,Hello Darlin',hello darlin,1970,1,1970,1,List of Hot Country Singles number ones of 1970,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,I Can't Believe She Gives It All to Me,i can t believe she gives it all to me,1977,1,1977,1,List of Hot Country Singles number ones of 1977,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,I Can't Stop Loving You,i can t stop loving you,1972,1,1972,1,List of Hot Country Singles number ones of 1972,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,I Couldn't See You Leavin',i couldn t see you leavin,1991,3,1991,3,1991 in country music,year_end,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,I See the Want To in Your Eyes,i see the want to in your eyes,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,I'm Not Through Loving You Yet,i m not through loving you yet,1974,3,1974,3,1974 in country music,year_end,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,I've Already Loved You in My Mind,i ve already loved you in my mind,1977,1,1977,1,List of Hot Country Singles number ones of 1977,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,Linda on My Mind,linda on my mind,1975,1,1975,1,List of Hot Country Singles number ones of 1975,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,She Needs Someone to Hold Her (When She Cries),she needs someone to hold her,1973,1,1973,1,List of Hot Country Singles number ones of 1973,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,There's a Honky Tonk Angel (Who'll Take Me Back In),there s a honky tonk angel,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,This Time I've Hurt Her More than She Loves Me,this time i ve hurt her more than she loves me,1976,1,1976,1,List of Hot Country Singles number ones of 1976,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,Touch the Hand,touch the hand,1975,1,1975,1,List of Hot Country Singles number ones of 1975,weekly_number_one_wikipedia,0,1
artist_001941,Conway Twitty,Conway Twitty,existing_artist,You've Never Been This Far Before,you ve never been this far before,1973,1,1973,1,List of Hot Country Singles number ones of 1973,weekly_number_one_wikipedia,0,1
artist_000192,Corey Kent,Corey Kent,existing_artist,This Heart,this heart,2025,27,2025,27,2025 in country music,year_end,0,1
artist_000192,Corey Kent,Corey Kent,existing_artist,Wild as Her,wild as her,2023,12,2023,12,2023 in country music,year_end,0,1
artist_001864,Cowboy Copas,Cowboy Copas,existing_artist,Signed Sealed and Delivered,signed sealed and delivered,1948,13,1948,13,1948 in country music,year_end,0,1
artist_001864,Cowboy Copas,Cowboy Copas,existing_artist,Tennessee Waltz,tennessee waltz,1948,19,1948,19,1948 in country music,year_end,0,1
artist_001002,Craig Campbell,Craig Campbell,existing_artist,Family Man,family man,2011,14,2011,14,2011 in country music,year_end,0,1
artist_001002,Craig Campbell,Craig Campbell,existing_artist,Keep Them Kisses Comin',keep them kisses comin,2014,15,2014,15,2014 in country music,year_end,0,1
artist_000483,Craig Morgan,Craig Morgan,existing_artist,Bonfire,bonfire,2009,4,2009,4,2009 in country music,year_end,0,1
artist_000483,Craig Morgan,Craig Morgan,existing_artist,International Harvester,international harvester,2008,10,2008,10,2008 in country music,year_end,0,1
artist_000483,Craig Morgan,Craig Morgan,existing_artist,This Ole Boy,this ole boy,2012,13,2012,13,2012 in country music,year_end,0,1
artist_000483,Craig Morgan,Craig Morgan,existing_artist,Wake Up Lovin' You,wake up lovin you,2014,20,2014,20,2014 in country music,year_end,0,1
artist_000171,Craig Wayne Boyd,Craig Wayne Boyd,existing_artist,I Walk the Line,i walk the line,2014,15,2014,15,2014 in country music,year_end,0,1
artist_000171,Craig Wayne Boyd,Craig Wayne Boyd,existing_artist,My Baby's Got a Smile on Her Face,my baby s got a smile on her face,2015,1,2015,1,2015 in country music,year_end,0,1
artist_000171,Craig Wayne Boyd,Craig Wayne Boyd,existing_artist,The Old Rugged Cross,the old rugged cross,2014,7,2014,7,2014 in country music,year_end,0,1
artist_000899,Crystal Gayle,Crystal Gayle,existing_artist,Don't It Make My Brown Eyes Blue,don t it make my brown eyes blue,1977,1,1977,1,List of Hot Country Singles number ones of 1977,weekly_number_one_wikipedia,0,1
artist_000899,Crystal Gayle,Crystal Gayle,existing_artist,I'll Get Over You,i ll get over you,1976,1,1976,1,List of Hot Country Singles number ones of 1976,weekly_number_one_wikipedia,0,1
artist_000899,Crystal Gayle,Crystal Gayle,existing_artist,Ready for the Times to Get Better,ready for the times to get better,1978,1,1978,1,List of Hot Country Singles number ones of 1978,weekly_number_one_wikipedia,0,1
